id,pred
20000,0.9
20001,0.9
20002,0.1
20003,0.1
20004,0.1
20005,0.1
20006,0.1
20007,0.9
20008,0.9
20009,0.1
20010,0.1
20011,0.1
20012,0.9
20013,0.9
20014,0.9
20015,0.9
20016,0.1
20017,0.1
20018,0.1
20019,0.1
20020,0.1
20021,0.9
20022,0.9
20023,0.1
20024,0.9
20025,0.1
20026,0.9
20027,0.9
20028,0.1
20029,0.1
20030,0.1
20031,0.9
20032,0.9
20033,0.1
20034,0.1
20035,0.9
20036,0.1
20037,0.1
20038,0.9
20039,0.9
20040,0.1
20041,0.9
20042,0.1
20043,0.1
20044,0.1
20045,0.1
20046,0.9
20047,0.1
20048,0.1
20049,0.9
20050,0.9
20051,0.9
20052,0.1
20053,0.9
20054,0.1
20055,0.1
20056,0.1
20057,0.1
20058,0.9
20059,0.1
20060,0.9
20061,0.1
20062,0.1
20063,0.9
20064,0.1
20065,0.9
20066,0.1
20067,0.1
20068,0.9
20069,0.9
20070,0.1
20071,0.1
20072,0.1
20073,0.9
20074,0.1
20075,0.9
20076,0.1
20077,0.9
20078,0.1
20079,0.9
20080,0.1
20081,0.1
20082,0.1
20083,0.9
20084,0.9
20085,0.1
20086,0.9
20087,0.1
20088,0.1
20089,0.9
20090,0.9
20091,0.1
20092,0.9
20093,0.1
20094,0.1
20095,0.1
20096,0.9
20097,0.1
20098,0.1
20099,0.1
20100,0.1
20101,0.1
20102,0.9
20103,0.9
20104,0.9
20105,0.1
20106,0.1
20107,0.1
20108,0.1
20109,0.1
20110,0.9
20111,0.9
20112,0.9
20113,0.1
20114,0.1
20115,0.1
20116,0.1
20117,0.9
20118,0.1
20119,0.1
20120,0.9
20121,0.1
20122,0.1
20123,0.1
20124,0.1
20125,0.1
20126,0.9
20127,0.9
20128,0.9
20129,0.1
20130,0.1
20131,0.1
20132,0.9
20133,0.1
20134,0.1
20135,0.9
20136,0.1
20137,0.1
20138,0.9
20139,0.1
20140,0.1
20141,0.9
20142,0.1
20143,0.1
20144,0.1
20145,0.9
20146,0.1
20147,0.9
20148,0.9
20149,0.1
20150,0.9
20151,0.1
20152,0.1
20153,0.1
20154,0.1
20155,0.9
20156,0.1
20157,0.1
20158,0.9
20159,0.1
20160,0.1
20161,0.1
20162,0.1
20163,0.1
20164,0.9
20165,0.1
20166,0.1
20167,0.9
20168,0.1
20169,0.1
20170,0.1
20171,0.9
20172,0.1
20173,0.1
20174,0.1
20175,0.9
20176,0.1
20177,0.1
20178,0.1
20179,0.1
20180,0.1
20181,0.9
20182,0.9
20183,0.1
20184,0.1
20185,0.9
20186,0.9
20187,0.1
20188,0.9
20189,0.1
20190,0.1
20191,0.9
20192,0.9
20193,0.9
20194,0.1
20195,0.1
20196,0.9
20197,0.1
20198,0.9
20199,0.1
20200,0.1
20201,0.1
20202,0.1
20203,0.9
20204,0.9
20205,0.9
20206,0.1
20207,0.9
20208,0.1
20209,0.9
20210,0.1
20211,0.1
20212,0.1
20213,0.1
20214,0.1
20215,0.9
20216,0.9
20217,0.9
20218,0.9
20219,0.9
20220,0.1
20221,0.1
20222,0.9
20223,0.1
20224,0.1
20225,0.1
20226,0.1
20227,0.9
20228,0.9
20229,0.1
20230,0.1
20231,0.9
20232,0.1
20233,0.9
20234,0.1
20235,0.9
20236,0.1
20237,0.1
20238,0.1
20239,0.1
20240,0.1
20241,0.1
20242,0.9
20243,0.1
20244,0.1
20245,0.1
20246,0.1
20247,0.9
20248,0.1
20249,0.1
20250,0.1
20251,0.1
20252,0.9
20253,0.9
20254,0.9
20255,0.1
20256,0.9
20257,0.1
20258,0.1
20259,0.9
20260,0.9
20261,0.1
20262,0.1
20263,0.1
20264,0.9
20265,0.1
20266,0.1
20267,0.1
20268,0.1
20269,0.1
20270,0.9
20271,0.9
20272,0.1
20273,0.1
20274,0.9
20275,0.9
20276,0.9
20277,0.9
20278,0.9
20279,0.1
20280,0.9
20281,0.1
20282,0.1
20283,0.1
20284,0.9
20285,0.1
20286,0.1
20287,0.9
20288,0.9
20289,0.9
20290,0.9
20291,0.9
20292,0.1
20293,0.1
20294,0.9
20295,0.9
20296,0.1
20297,0.1
20298,0.1
20299,0.9
20300,0.1
20301,0.9
20302,0.1
20303,0.9
20304,0.9
20305,0.1
20306,0.1
20307,0.1
20308,0.1
20309,0.9
20310,0.9
20311,0.9
20312,0.9
20313,0.9
20314,0.9
20315,0.9
20316,0.1
20317,0.9
20318,0.9
20319,0.1
20320,0.9
20321,0.9
20322,0.1
20323,0.9
20324,0.1
20325,0.9
20326,0.9
20327,0.9
20328,0.9
20329,0.9
20330,0.1
20331,0.1
20332,0.9
20333,0.9
20334,0.1
20335,0.9
20336,0.9
20337,0.1
20338,0.9
20339,0.1
20340,0.9
20341,0.9
20342,0.9
20343,0.1
20344,0.9
20345,0.1
20346,0.9
20347,0.1
20348,0.9
20349,0.1
20350,0.9
20351,0.9
20352,0.1
20353,0.9
20354,0.1
20355,0.1
20356,0.1
20357,0.1
20358,0.9
20359,0.9
20360,0.1
20361,0.9
20362,0.1
20363,0.1
20364,0.1
20365,0.1
20366,0.1
20367,0.9
20368,0.9
20369,0.9
20370,0.1
20371,0.9
20372,0.1
20373,0.9
20374,0.1
20375,0.9
20376,0.1
20377,0.1
20378,0.9
20379,0.1
20380,0.1
20381,0.9
20382,0.1
20383,0.1
20384,0.9
20385,0.1
20386,0.1
20387,0.9
20388,0.1
20389,0.9
20390,0.9
20391,0.1
20392,0.1
20393,0.1
20394,0.1
20395,0.9
20396,0.9
20397,0.1
20398,0.1
20399,0.1
20400,0.1
20401,0.9
20402,0.1
20403,0.1
20404,0.1
20405,0.1
20406,0.1
20407,0.1
20408,0.9
20409,0.1
20410,0.1
20411,0.1
20412,0.9
20413,0.9
20414,0.9
20415,0.1
20416,0.9
20417,0.9
20418,0.9
20419,0.9
20420,0.9
20421,0.9
20422,0.1
20423,0.1
20424,0.1
20425,0.9
20426,0.9
20427,0.1
20428,0.1
20429,0.1
20430,0.1
20431,0.9
20432,0.1
20433,0.1
20434,0.9
20435,0.9
20436,0.9
20437,0.9
20438,0.1
20439,0.1
20440,0.9
20441,0.1
20442,0.9
20443,0.1
20444,0.1
20445,0.9
20446,0.1
20447,0.1
20448,0.9
20449,0.9
20450,0.1
20451,0.9
20452,0.1
20453,0.1
20454,0.1
20455,0.9
20456,0.9
20457,0.1
20458,0.9
20459,0.1
20460,0.9
20461,0.9
20462,0.9
20463,0.9
20464,0.1
20465,0.1
20466,0.9
20467,0.1
20468,0.1
20469,0.9
20470,0.1
20471,0.1
20472,0.1
20473,0.1
20474,0.1
20475,0.1
20476,0.1
20477,0.1
20478,0.9
20479,0.9
20480,0.9
20481,0.9
20482,0.1
20483,0.1
20484,0.9
20485,0.9
20486,0.9
20487,0.9
20488,0.1
20489,0.1
20490,0.1
20491,0.1
20492,0.1
20493,0.9
20494,0.1
20495,0.9
20496,0.1
20497,0.9
20498,0.9
20499,0.9
20500,0.1
20501,0.9
20502,0.1
20503,0.9
20504,0.9
20505,0.9
20506,0.1
20507,0.1
20508,0.1
20509,0.1
20510,0.9
20511,0.9
20512,0.1
20513,0.9
20514,0.1
20515,0.1
20516,0.1
20517,0.1
20518,0.9
20519,0.9
20520,0.9
20521,0.1
20522,0.9
20523,0.1
20524,0.9
20525,0.1
20526,0.1
20527,0.9
20528,0.1
20529,0.1
20530,0.1
20531,0.1
20532,0.9
20533,0.9
20534,0.9
20535,0.9
20536,0.9
20537,0.1
20538,0.1
20539,0.9
20540,0.9
20541,0.9
20542,0.1
20543,0.1
20544,0.9
20545,0.9
20546,0.1
20547,0.9
20548,0.9
20549,0.1
20550,0.1
20551,0.1
20552,0.1
20553,0.9
20554,0.9
20555,0.9
20556,0.1
20557,0.9
20558,0.9
20559,0.1
20560,0.1
20561,0.9
20562,0.1
20563,0.1
20564,0.9
20565,0.9
20566,0.1
20567,0.1
20568,0.9
20569,0.9
20570,0.1
20571,0.1
20572,0.1
20573,0.1
20574,0.9
20575,0.1
20576,0.9
20577,0.9
20578,0.1
20579,0.1
20580,0.9
20581,0.1
20582,0.9
20583,0.9
20584,0.9
20585,0.1
20586,0.9
20587,0.9
20588,0.9
20589,0.9
20590,0.1
20591,0.1
20592,0.9
20593,0.9
20594,0.9
20595,0.1
20596,0.1
20597,0.1
20598,0.9
20599,0.1
20600,0.9
20601,0.1
20602,0.9
20603,0.1
20604,0.9
20605,0.1
20606,0.9
20607,0.1
20608,0.9
20609,0.1
20610,0.1
20611,0.9
20612,0.1
20613,0.9
20614,0.9
20615,0.1
20616,0.1
20617,0.9
20618,0.9
20619,0.1
20620,0.1
20621,0.1
20622,0.1
20623,0.9
20624,0.9
20625,0.9
20626,0.9
20627,0.1
20628,0.9
20629,0.1
20630,0.9
20631,0.1
20632,0.9
20633,0.1
20634,0.9
20635,0.9
20636,0.1
20637,0.1
20638,0.1
20639,0.1
20640,0.9
20641,0.1
20642,0.9
20643,0.1
20644,0.1
20645,0.9
20646,0.9
20647,0.9
20648,0.1
20649,0.9
20650,0.9
20651,0.9
20652,0.9
20653,0.1
20654,0.1
20655,0.9
20656,0.1
20657,0.9
20658,0.9
20659,0.1
20660,0.1
20661,0.1
20662,0.9
20663,0.9
20664,0.1
20665,0.9
20666,0.9
20667,0.1
20668,0.9
20669,0.9
20670,0.9
20671,0.1
20672,0.1
20673,0.9
20674,0.1
20675,0.9
20676,0.1
20677,0.1
20678,0.1
20679,0.1
20680,0.1
20681,0.1
20682,0.1
20683,0.9
20684,0.9
20685,0.9
20686,0.9
20687,0.1
20688,0.9
20689,0.1
20690,0.1
20691,0.1
20692,0.1
20693,0.9
20694,0.1
20695,0.1
20696,0.9
20697,0.1
20698,0.9
20699,0.9
20700,0.1
20701,0.1
20702,0.9
20703,0.9
20704,0.1
20705,0.1
20706,0.9
20707,0.1
20708,0.1
20709,0.1
20710,0.9
20711,0.1
20712,0.9
20713,0.9
20714,0.1
20715,0.9
20716,0.9
20717,0.9
20718,0.9
20719,0.1
20720,0.1
20721,0.9
20722,0.1
20723,0.1
20724,0.9
20725,0.1
20726,0.1
20727,0.1
20728,0.1
20729,0.1
20730,0.1
20731,0.1
20732,0.9
20733,0.9
20734,0.1
20735,0.1
20736,0.1
20737,0.1
20738,0.9
20739,0.9
20740,0.9
20741,0.9
20742,0.1
20743,0.1
20744,0.1
20745,0.1
20746,0.1
20747,0.1
20748,0.1
20749,0.1
20750,0.9
20751,0.1
20752,0.9
20753,0.9
20754,0.1
20755,0.1
20756,0.9
20757,0.9
20758,0.9
20759,0.1
20760,0.9
20761,0.9
20762,0.1
20763,0.9
20764,0.1
20765,0.9
20766,0.9
20767,0.9
20768,0.9
20769,0.1
20770,0.9
20771,0.9
20772,0.1
20773,0.9
20774,0.1
20775,0.1
20776,0.9
20777,0.9
20778,0.9
20779,0.1
20780,0.9
20781,0.1
20782,0.1
20783,0.9
20784,0.1
20785,0.1
20786,0.9
20787,0.9
20788,0.1
20789,0.9
20790,0.1
20791,0.9
20792,0.9
20793,0.9
20794,0.1
20795,0.9
20796,0.1
20797,0.1
20798,0.9
20799,0.9
20800,0.1
20801,0.9
20802,0.1
20803,0.1
20804,0.9
20805,0.1
20806,0.9
20807,0.9
20808,0.1
20809,0.1
20810,0.9
20811,0.1
20812,0.1
20813,0.9
20814,0.9
20815,0.1
20816,0.1
20817,0.1
20818,0.9
20819,0.9
20820,0.1
20821,0.9
20822,0.9
20823,0.1
20824,0.9
20825,0.1
20826,0.9
20827,0.1
20828,0.1
20829,0.9
20830,0.1
20831,0.1
20832,0.9
20833,0.9
20834,0.1
20835,0.9
20836,0.1
20837,0.1
20838,0.9
20839,0.1
20840,0.9
20841,0.9
20842,0.9
20843,0.1
20844,0.1
20845,0.1
20846,0.9
20847,0.1
20848,0.1
20849,0.1
20850,0.9
20851,0.1
20852,0.9
20853,0.9
20854,0.9
20855,0.1
20856,0.1
20857,0.1
20858,0.1
20859,0.9
20860,0.1
20861,0.9
20862,0.1
20863,0.1
20864,0.1
20865,0.1
20866,0.1
20867,0.1
20868,0.9
20869,0.1
20870,0.9
20871,0.9
20872,0.9
20873,0.9
20874,0.1
20875,0.1
20876,0.1
20877,0.1
20878,0.1
20879,0.1
20880,0.9
20881,0.1
20882,0.9
20883,0.9
20884,0.1
20885,0.1
20886,0.9
20887,0.1
20888,0.1
20889,0.9
20890,0.9
20891,0.1
20892,0.9
20893,0.9
20894,0.1
20895,0.9
20896,0.1
20897,0.9
20898,0.1
20899,0.9
20900,0.1
20901,0.9
20902,0.1
20903,0.9
20904,0.1
20905,0.9
20906,0.9
20907,0.1
20908,0.9
20909,0.1
20910,0.1
20911,0.9
20912,0.9
20913,0.9
20914,0.9
20915,0.1
20916,0.1
20917,0.1
20918,0.1
20919,0.1
20920,0.9
20921,0.9
20922,0.9
20923,0.1
20924,0.1
20925,0.9
20926,0.1
20927,0.9
20928,0.1
20929,0.1
20930,0.1
20931,0.1
20932,0.1
20933,0.1
20934,0.1
20935,0.1
20936,0.1
20937,0.1
20938,0.9
20939,0.9
20940,0.1
20941,0.1
20942,0.9
20943,0.9
20944,0.1
20945,0.9
20946,0.9
20947,0.1
20948,0.1
20949,0.9
20950,0.9
20951,0.9
20952,0.9
20953,0.1
20954,0.1
20955,0.1
20956,0.1
20957,0.1
20958,0.1
20959,0.1
20960,0.9
20961,0.1
20962,0.1
20963,0.9
20964,0.9
20965,0.1
20966,0.9
20967,0.1
20968,0.1
20969,0.9
20970,0.1
20971,0.9
20972,0.1
20973,0.9
20974,0.9
20975,0.9
20976,0.9
20977,0.9
20978,0.9
20979,0.1
20980,0.9
20981,0.9
20982,0.9
20983,0.9
20984,0.1
20985,0.1
20986,0.9
20987,0.1
20988,0.1
20989,0.1
20990,0.1
20991,0.1
20992,0.1
20993,0.9
20994,0.1
20995,0.1
20996,0.1
20997,0.9
20998,0.9
20999,0.1
21000,0.1
21001,0.1
21002,0.1
21003,0.1
21004,0.1
21005,0.9
21006,0.1
21007,0.9
21008,0.1
21009,0.1
21010,0.9
21011,0.1
21012,0.9
21013,0.9
21014,0.1
21015,0.1
21016,0.9
21017,0.1
21018,0.9
21019,0.1
21020,0.1
21021,0.9
21022,0.1
21023,0.1
21024,0.9
21025,0.1
21026,0.1
21027,0.9
21028,0.1
21029,0.9
21030,0.9
21031,0.1
21032,0.1
21033,0.1
21034,0.9
21035,0.1
21036,0.1
21037,0.9
21038,0.9
21039,0.1
21040,0.9
21041,0.9
21042,0.1
21043,0.9
21044,0.9
21045,0.9
21046,0.1
21047,0.9
21048,0.9
21049,0.1
21050,0.1
21051,0.9
21052,0.9
21053,0.1
21054,0.1
21055,0.1
21056,0.1
21057,0.1
21058,0.9
21059,0.1
21060,0.1
21061,0.1
21062,0.1
21063,0.1
21064,0.9
21065,0.1
21066,0.9
21067,0.1
21068,0.1
21069,0.9
21070,0.9
21071,0.9
21072,0.1
21073,0.1
21074,0.1
21075,0.1
21076,0.9
21077,0.1
21078,0.9
21079,0.9
21080,0.9
21081,0.1
21082,0.9
21083,0.1
21084,0.1
21085,0.1
21086,0.9
21087,0.1
21088,0.9
21089,0.9
21090,0.1
21091,0.9
21092,0.9
21093,0.1
21094,0.9
21095,0.1
21096,0.9
21097,0.9
21098,0.1
21099,0.9
21100,0.9
