id,pred
20000,0.50137275
20001,0.5008757
20002,0.49869403
20003,0.5002768
20004,0.49787286
20005,0.4983312
20006,0.50103587
20007,0.50207424
20008,0.50240767
20009,0.50115824
20010,0.4997118
20011,0.49648237
20012,0.50197554
20013,0.5018416
20014,0.50185597
20015,0.5015275
20016,0.49796003
20017,0.49931756
20018,0.49879545
20019,0.5006902
20020,0.5000231
20021,0.5023948
20022,0.50181025
20023,0.4999944
20024,0.50182426
20025,0.49673328
20026,0.5006769
20027,0.50230014
20028,0.4977026
20029,0.49992687
20030,0.49918517
20031,0.50229704
20032,0.5009599
20033,0.49978855
20034,0.4990811
20035,0.50229776
20036,0.49993718
20037,0.4981024
20038,0.50143385
20039,0.5021788
20040,0.5000664
20041,0.50245494
20042,0.49678418
20043,0.49866095
20044,0.4989534
20045,0.49984002
20046,0.5020749
20047,0.5002863
20048,0.49986377
20049,0.50186354
20050,0.5023684
20051,0.50233084
20052,0.49710116
20053,0.5011875
20054,0.49998772
20055,0.4977118
20056,0.496886
20057,0.5004474
20058,0.5013055
20059,0.49947858
20060,0.5012659
20061,0.500029
20062,0.4964926
20063,0.50207657
20064,0.50066537
20065,0.50253415
20066,0.49980208
20067,0.4967822
20068,0.50182575
20069,0.50116676
20070,0.49904373
20071,0.50021845
20072,0.49947864
20073,0.5004144
20074,0.4989412
20075,0.5009732
20076,0.49657577
20077,0.5023402
20078,0.5009915
20079,0.50252116
20080,0.4992476
20081,0.49655116
20082,0.50069
20083,0.5011308
20084,0.50168836
20085,0.49886972
20086,0.5022109
20087,0.500986
20088,0.49956086
20089,0.501336
20090,0.50106966
20091,0.498843
20092,0.5014621
20093,0.49919948
20094,0.5012336
20095,0.50053865
20096,0.5014829
20097,0.4967012
20098,0.49650934
20099,0.50037086
20100,0.5013582
20101,0.49764898
20102,0.50132185
20103,0.5017273
20104,0.50137496
20105,0.4964289
20106,0.49975127
20107,0.5012045
20108,0.49684778
20109,0.4988975
20110,0.5025451
20111,0.5017847
20112,0.5020707
20113,0.4993586
20114,0.49874833
20115,0.49942458
20116,0.4974834
20117,0.50213814
20118,0.5001756
20119,0.4990732
20120,0.50158757
20121,0.4981018
20122,0.49640706
20123,0.49729076
20124,0.49737185
20125,0.49771005
20126,0.50197244
20127,0.50238776
20128,0.5024302
20129,0.50041044
20130,0.49976975
20131,0.49957377
20132,0.50193006
20133,0.5005037
20134,0.49891612
20135,0.5009026
20136,0.49659064
20137,0.49923015
20138,0.5010212
20139,0.49819526
20140,0.49981397
20141,0.5008503
20142,0.49821302
20143,0.49964038
20144,0.49822035
20145,0.50248957
20146,0.49660182
20147,0.5025065
20148,0.5014802
20149,0.49693325
20150,0.5014936
20151,0.4981587
20152,0.5004564
20153,0.5007304
20154,0.49838755
20155,0.5022799
20156,0.49965513
20157,0.5002753
20158,0.50213385
20159,0.5008719
20160,0.49878055
20161,0.49866995
20162,0.49969083
20163,0.49911696
20164,0.50003976
20165,0.4972966
20166,0.5003055
20167,0.50088435
20168,0.497638
20169,0.49970412
20170,0.5000879
20171,0.50241566
20172,0.49964193
20173,0.5010683
20174,0.5007271
20175,0.5018501
20176,0.49847332
20177,0.5006536
20178,0.50037044
20179,0.50004214
20180,0.4974469
20181,0.5007133
20182,0.50172806
20183,0.49712366
20184,0.5009884
20185,0.5001708
20186,0.5014989
20187,0.49873957
20188,0.5024506
20189,0.4980908
20190,0.49956942
20191,0.5013883
20192,0.5014637
20193,0.501637
20194,0.49846578
20195,0.49886146
20196,0.5007587
20197,0.499403
20198,0.50115466
20199,0.49645782
20200,0.49728057
20201,0.49908632
20202,0.49922326
20203,0.5013771
20204,0.50235444
20205,0.50086266
20206,0.49782258
20207,0.50127286
20208,0.49738318
20209,0.50210863
20210,0.49696794
20211,0.4976857
20212,0.50144446
20213,0.49987593
20214,0.4989782
20215,0.5019708
20216,0.50203943
20217,0.5013159
20218,0.5013373
20219,0.5022553
20220,0.49908805
20221,0.49886614
20222,0.5025961
20223,0.50041074
20224,0.49952683
20225,0.49806157
20226,0.50000834
20227,0.5017283
20228,0.5022644
20229,0.4997168
20230,0.49883637
20231,0.5010008
20232,0.49653193
20233,0.50245595
20234,0.5010003
20235,0.5011862
20236,0.4998516
20237,0.49759302
20238,0.49999106
20239,0.4964912
20240,0.50006324
20241,0.50074774
20242,0.5007984
20243,0.4966739
20244,0.49892217
20245,0.4992714
20246,0.4995912
20247,0.5018648
20248,0.49973407
20249,0.4988245
20250,0.49999464
20251,0.5002897
20252,0.50153565
20253,0.50046337
20254,0.50251186
20255,0.49938986
20256,0.50183576
20257,0.50002694
20258,0.49898866
20259,0.50139606
20260,0.5012044
20261,0.49928367
20262,0.500546
20263,0.4985276
20264,0.5009801
20265,0.4983177
20266,0.4975707
20267,0.4964235
20268,0.4995629
20269,0.50089276
20270,0.50231
20271,0.50093555
20272,0.49952814
20273,0.49800268
20274,0.50210714
20275,0.5008948
20276,0.50260335
20277,0.5009413
20278,0.5002659
20279,0.49910325
20280,0.50233126
20281,0.49916455
20282,0.49932382
20283,0.4988223
20284,0.502504
20285,0.4992293
20286,0.49964395
20287,0.50215507
20288,0.501312
20289,0.5006508
20290,0.5023716
20291,0.5008013
20292,0.49693826
20293,0.49671322
20294,0.5003872
20295,0.5011583
20296,0.49796772
20297,0.5002014
20298,0.49683884
20299,0.5007766
20300,0.4991206
20301,0.5014729
20302,0.5000289
20303,0.502419
20304,0.50246185
20305,0.50063324
20306,0.49636897
20307,0.50050884
20308,0.4965795
20309,0.50158113
20310,0.50189483
20311,0.50116515
20312,0.50195026
20313,0.5021356
20314,0.50169355
20315,0.5017979
20316,0.4991172
20317,0.5010344
20318,0.50118995
20319,0.49651617
20320,0.5024562
20321,0.501477
20322,0.49642807
20323,0.5023507
20324,0.4965993
20325,0.5016696
20326,0.5020227
20327,0.50191396
20328,0.50156045
20329,0.5001639
20330,0.49930093
20331,0.50020933
20332,0.5024278
20333,0.50144625
20334,0.5014931
20335,0.50225025
20336,0.5019134
20337,0.50028247
20338,0.5021613
20339,0.49649814
20340,0.50129247
20341,0.50159806
20342,0.5025236
20343,0.50048053
20344,0.501876
20345,0.4978553
20346,0.5018741
20347,0.4969093
20348,0.50186586
20349,0.49983352
20350,0.50126714
20351,0.50217944
20352,0.5000586
20353,0.50255805
20354,0.49986455
20355,0.4991983
20356,0.4989024
20357,0.49966833
20358,0.5020004
20359,0.5018315
20360,0.4991516
20361,0.5013948
20362,0.4976641
20363,0.49889702
20364,0.5008448
20365,0.5011522
20366,0.49867398
20367,0.50184304
20368,0.5012654
20369,0.49969596
20370,0.49974656
20371,0.5021863
20372,0.500921
20373,0.50224066
20374,0.49993336
20375,0.50261575
20376,0.5005185
20377,0.4983396
20378,0.50127333
20379,0.5000612
20380,0.4994935
20381,0.5012182
20382,0.4998467
20383,0.49820367
20384,0.5021811
20385,0.4995486
20386,0.49792576
20387,0.5012063
20388,0.5001194
20389,0.5018351
20390,0.5025442
20391,0.5007433
20392,0.49988368
20393,0.4977944
20394,0.4985039
20395,0.5018926
20396,0.5021404
20397,0.4988677
20398,0.49685436
20399,0.49985537
20400,0.49741408
20401,0.5026363
20402,0.4987563
20403,0.49880272
20404,0.49738142
20405,0.5001192
20406,0.49982232
20407,0.4991237
20408,0.5024835
20409,0.5002119
20410,0.49663123
20411,0.4969339
20412,0.5020737
20413,0.5008493
20414,0.5024894
20415,0.49973974
20416,0.5016404
20417,0.50192666
20418,0.50062233
20419,0.5020938
20420,0.50156003
20421,0.49985728
20422,0.4993616
20423,0.49860954
20424,0.4985952
20425,0.5017964
20426,0.5013888
20427,0.50007606
20428,0.4975864
20429,0.49795678
20430,0.500522
20431,0.5025391
20432,0.49661323
20433,0.49920577
20434,0.5023022
20435,0.50123173
20436,0.50079674
20437,0.5013832
20438,0.49909115
20439,0.4966203
20440,0.501034
20441,0.5004303
20442,0.50136805
20443,0.49983484
20444,0.49963048
20445,0.50242496
20446,0.49939835
20447,0.4974469
20448,0.5018164
20449,0.5018557
20450,0.4985999
20451,0.5011478
20452,0.5000449
20453,0.49974394
20454,0.49888596
20455,0.50188625
20456,0.50166404
20457,0.49642813
20458,0.5014539
20459,0.500494
20460,0.5009184
20461,0.502423
20462,0.5016251
20463,0.5019745
20464,0.49706417
20465,0.49889845
20466,0.50252074
20467,0.49931455
20468,0.4966023
20469,0.50147766
20470,0.49922717
20471,0.49887636
20472,0.4965514
20473,0.49965918
20474,0.49908212
20475,0.49696118
20476,0.50020933
20477,0.49971014
20478,0.50169
20479,0.50144356
20480,0.5013582
20481,0.5023624
20482,0.4987978
20483,0.5000669
20484,0.50169075
20485,0.50130844
20486,0.5024786
20487,0.50175315
20488,0.50035775
20489,0.49886099
20490,0.5003178
20491,0.4980633
20492,0.49782357
20493,0.5017193
20494,0.5000263
20495,0.49992728
20496,0.4982541
20497,0.5022416
20498,0.5021319
20499,0.49999118
20500,0.49978653
20501,0.50256515
20502,0.5007467
20503,0.5004857
20504,0.50250703
20505,0.50250477
20506,0.49862927
20507,0.49659878
20508,0.49739614
20509,0.4998474
20510,0.50254977
20511,0.5015292
20512,0.4975733
20513,0.50205904
20514,0.49763077
20515,0.49974835
20516,0.49976128
20517,0.50021505
20518,0.50195944
20519,0.5003183
20520,0.50188005
20521,0.49639565
20522,0.5019296
20523,0.49774548
20524,0.5013413
20525,0.5001322
20526,0.49846566
20527,0.50231224
20528,0.49653012
20529,0.49923643
20530,0.49961323
20531,0.5002697
20532,0.5015553
20533,0.50252247
20534,0.5020325
20535,0.5008924
20536,0.50205797
20537,0.5012084
20538,0.49704355
20539,0.5008307
20540,0.5009327
20541,0.5022067
20542,0.49925473
20543,0.49904934
20544,0.50251526
20545,0.50203687
20546,0.50062317
20547,0.5020254
20548,0.5023755
20549,0.4970068
20550,0.49958038
20551,0.50077873
20552,0.5007772
20553,0.5024817
20554,0.5017624
20555,0.5012287
20556,0.5000892
20557,0.5018464
20558,0.5009537
20559,0.49965787
20560,0.4995396
20561,0.5026473
20562,0.49909636
20563,0.49859443
20564,0.50120646
20565,0.5022154
20566,0.50053525
20567,0.49656695
20568,0.50142837
20569,0.50153875
20570,0.50133115
20571,0.49933818
20572,0.50079846
20573,0.501057
20574,0.5005676
20575,0.49967656
20576,0.5007471
20577,0.5013011
20578,0.4982721
20579,0.50047255
20580,0.5017281
20581,0.49992096
20582,0.5018447
20583,0.5022909
20584,0.50148445
20585,0.5000764
20586,0.5020273
20587,0.50190747
20588,0.501328
20589,0.5024918
20590,0.498304
20591,0.4994257
20592,0.5016791
20593,0.50179607
20594,0.5023387
20595,0.49815527
20596,0.49677417
20597,0.49850973
20598,0.49976927
20599,0.49996305
20600,0.501446
20601,0.4977301
20602,0.5011541
20603,0.5004705
20604,0.5019497
20605,0.49706942
20606,0.5008349
20607,0.49907592
20608,0.5021691
20609,0.4977236
20610,0.49791542
20611,0.50195414
20612,0.49917275
20613,0.50252336
20614,0.50213474
20615,0.49768028
20616,0.4984512
20617,0.5010562
20618,0.50196993
20619,0.498773
20620,0.50029075
20621,0.49960133
20622,0.49923834
20623,0.50105304
20624,0.5010755
20625,0.50250065
20626,0.5024527
20627,0.49695498
20628,0.50239235
20629,0.5006455
20630,0.50245476
20631,0.49898496
20632,0.5014571
20633,0.49935532
20634,0.50200266
20635,0.5008909
20636,0.49658418
20637,0.49739692
20638,0.50112456
20639,0.4996294
20640,0.5021522
20641,0.49922165
20642,0.5023102
20643,0.49881762
20644,0.49928898
20645,0.50222933
20646,0.50142765
20647,0.5003969
20648,0.50032556
20649,0.50237435
20650,0.5022198
20651,0.501253
20652,0.5025596
20653,0.5003604
20654,0.50020504
20655,0.5013066
20656,0.49892882
20657,0.50247645
20658,0.500364
20659,0.49647367
20660,0.4973189
20661,0.49646527
20662,0.50143003
20663,0.5005536
20664,0.50035924
20665,0.50174963
20666,0.50068104
20667,0.49914032
20668,0.5017331
20669,0.5011514
20670,0.50244236
20671,0.49986497
20672,0.4993803
20673,0.50141954
20674,0.49950436
20675,0.50092757
20676,0.5002301
20677,0.49846846
20678,0.4988123
20679,0.49705675
20680,0.50009274
20681,0.49926317
20682,0.49698558
20683,0.5014267
20684,0.5011033
20685,0.50235784
20686,0.5025485
20687,0.49649566
20688,0.5016877
20689,0.49973437
20690,0.4996984
20691,0.49833372
20692,0.49899998
20693,0.50159186
20694,0.4983894
20695,0.49982178
20696,0.50186336
20697,0.49986586
20698,0.5009177
20699,0.5018631
20700,0.50093627
20701,0.4988359
20702,0.5010485
20703,0.5016462
20704,0.49712327
20705,0.4964942
20706,0.50181973
20707,0.4982035
20708,0.49943492
20709,0.49855524
20710,0.5005095
20711,0.49763492
20712,0.5020089
20713,0.5017861
20714,0.5006494
20715,0.50194395
20716,0.5015253
20717,0.50242233
20718,0.50036985
20719,0.50035393
20720,0.50030136
20721,0.5010404
20722,0.49967584
20723,0.49993217
20724,0.502097
20725,0.49969143
20726,0.49965894
20727,0.5002753
20728,0.49706775
20729,0.4964269
20730,0.49995542
20731,0.49661377
20732,0.5014775
20733,0.5023969
20734,0.49969053
20735,0.49936488
20736,0.49772817
20737,0.49870765
20738,0.50244194
20739,0.500639
20740,0.5008632
20741,0.50145274
20742,0.49984807
20743,0.50096565
20744,0.49905837
20745,0.4965615
20746,0.5001852
20747,0.49968252
20748,0.49856207
20749,0.4981593
20750,0.5014335
20751,0.49987975
20752,0.50248665
20753,0.5023915
20754,0.5004097
20755,0.49643013
20756,0.5021809
20757,0.50171834
20758,0.50253534
20759,0.4981406
20760,0.5020955
20761,0.50055784
20762,0.49989632
20763,0.5022565
20764,0.49736276
20765,0.5015883
20766,0.50202245
20767,0.501928
20768,0.5020594
20769,0.4976597
20770,0.50101644
20771,0.50120527
20772,0.49886212
20773,0.50209934
20774,0.49879444
20775,0.50070924
20776,0.5023225
20777,0.5011705
20778,0.50075585
20779,0.4996769
20780,0.50228447
20781,0.4984161
20782,0.50023806
20783,0.5016042
20784,0.499398
20785,0.49973097
20786,0.5023242
20787,0.50148946
20788,0.49972358
20789,0.5025618
20790,0.4985252
20791,0.49990776
20792,0.5016009
20793,0.5018954
20794,0.49997246
20795,0.5012866
20796,0.5006543
20797,0.49977484
20798,0.50199777
20799,0.5005661
20800,0.4983467
20801,0.5023851
20802,0.50048274
20803,0.4996728
20804,0.50182205
20805,0.4998763
20806,0.5018917
20807,0.5026152
20808,0.4992425
20809,0.49823397
20810,0.5024025
20811,0.49653986
20812,0.50035435
20813,0.49992204
20814,0.50155956
20815,0.4970875
20816,0.49695763
20817,0.50051075
20818,0.50094956
20819,0.49994326
20820,0.50107586
20821,0.5026166
20822,0.50238514
20823,0.4997574
20824,0.50253445
20825,0.4990509
20826,0.5023931
20827,0.49896526
20828,0.50007385
20829,0.5024907
20830,0.4991143
20831,0.500371
20832,0.5024056
20833,0.5021484
20834,0.5005801
20835,0.5021618
20836,0.49740648
20837,0.49966726
20838,0.50191474
20839,0.4994752
20840,0.5016967
20841,0.5002594
20842,0.50115234
20843,0.49894437
20844,0.5001329
20845,0.49862266
20846,0.502159
20847,0.49978057
20848,0.5000109
20849,0.49839145
20850,0.5017099
20851,0.4990859
20852,0.50159293
20853,0.50109625
20854,0.50067335
20855,0.4999572
20856,0.50018436
20857,0.49707595
20858,0.49819013
20859,0.50215256
20860,0.4984107
20861,0.5019808
20862,0.49819434
20863,0.4994864
20864,0.4964987
20865,0.49911526
20866,0.49831495
20867,0.49705556
20868,0.5004301
20869,0.49919686
20870,0.502295
20871,0.50096965
20872,0.5015654
20873,0.5004533
20874,0.49656802
20875,0.50032926
20876,0.5003501
20877,0.49902266
20878,0.50045264
20879,0.500767
20880,0.5025592
20881,0.49973145
20882,0.50141037
20883,0.5015964
20884,0.4998971
20885,0.4965073
20886,0.5016318
20887,0.50082016
20888,0.499262
20889,0.5019141
20890,0.50172895
20891,0.49810272
20892,0.50237375
20893,0.5012669
20894,0.49765068
20895,0.5010598
20896,0.50009894
20897,0.5004833
20898,0.5004071
20899,0.50192916
20900,0.4973163
20901,0.50116676
20902,0.498933
20903,0.5011804
20904,0.49954146
20905,0.502045
20906,0.5016207
20907,0.49953854
20908,0.50092375
20909,0.49843848
20910,0.500618
20911,0.5015459
20912,0.5021802
20913,0.5004997
20914,0.5016388
20915,0.5008505
20916,0.49819848
20917,0.4990877
20918,0.49991763
20919,0.49967095
20920,0.5011371
20921,0.5023917
20922,0.5022857
20923,0.49832028
20924,0.4978713
20925,0.5014686
20926,0.49812588
20927,0.5021614
20928,0.50139076
20929,0.49871027
20930,0.49949458
20931,0.49815214
20932,0.49985126
20933,0.49974823
20934,0.49982178
20935,0.4978822
20936,0.4967084
20937,0.49699384
20938,0.50171363
20939,0.50114775
20940,0.50074947
20941,0.4982545
20942,0.5012695
20943,0.5023224
20944,0.4992327
20945,0.5025095
20946,0.50201017
20947,0.49925023
20948,0.4993543
20949,0.5013446
20950,0.5016629
20951,0.5023851
20952,0.5008981
20953,0.5006727
20954,0.500893
20955,0.4971945
20956,0.50073165
20957,0.4991434
20958,0.49654093
20959,0.49980316
20960,0.501446
20961,0.4982323
20962,0.49920198
20963,0.50144684
20964,0.50022227
20965,0.49907398
20966,0.5025794
20967,0.4999715
20968,0.50101846
20969,0.5013085
20970,0.4971845
20971,0.5022821
20972,0.4987086
20973,0.50116086
20974,0.5024277
20975,0.5022199
20976,0.5024789
20977,0.50108904
20978,0.5016716
20979,0.49983472
20980,0.5020144
20981,0.5024349
20982,0.5011177
20983,0.5008443
20984,0.49668005
20985,0.49788633
20986,0.5012555
20987,0.49693203
20988,0.49925712
20989,0.4975026
20990,0.49749267
20991,0.5003601
20992,0.4995389
20993,0.50230175
20994,0.4984136
20995,0.49911073
20996,0.4965803
20997,0.50131667
20998,0.5009166
20999,0.49711907
21000,0.50064135
21001,0.4985897
21002,0.49785253
21003,0.49678516
21004,0.49823043
21005,0.501886
21006,0.5001547
21007,0.50132227
21008,0.50128263
21009,0.49997902
21010,0.50141066
21011,0.49859503
21012,0.5011836
21013,0.50130504
21014,0.5008529
21015,0.4990346
21016,0.50088596
21017,0.49867707
21018,0.5017631
21019,0.50013655
21020,0.4980112
21021,0.5024251
21022,0.49998915
21023,0.49951524
21024,0.5009536
21025,0.49783805
21026,0.49806607
21027,0.5025044
21028,0.49688905
21029,0.50214183
21030,0.5019439
21031,0.49927282
21032,0.5000364
21033,0.49792793
21034,0.5023062
21035,0.5008502
21036,0.49665263
21037,0.50185627
21038,0.50217366
21039,0.49977088
21040,0.50245094
21041,0.50253767
21042,0.5003655
21043,0.5016248
21044,0.5019445
21045,0.5018077
21046,0.49986747
21047,0.5021525
21048,0.5012184
21049,0.49813274
21050,0.49807778
21051,0.5017893
21052,0.50238967
21053,0.49803543
21054,0.4994073
21055,0.49746087
21056,0.49917042
21057,0.5001079
21058,0.50073695
21059,0.50079095
21060,0.49983376
21061,0.500384
21062,0.5000333
21063,0.49983072
21064,0.5021644
21065,0.4999448
21066,0.5025355
21067,0.49987224
21068,0.5001784
21069,0.5010016
21070,0.5022787
21071,0.5007312
21072,0.5002923
21073,0.49923703
21074,0.50145125
21075,0.4987615
21076,0.50062406
21077,0.498706
21078,0.50237596
21079,0.50243634
21080,0.5021596
21081,0.4964058
21082,0.50239545
21083,0.4991162
21084,0.49797726
21085,0.4981074
21086,0.5022419
21087,0.49952593
21088,0.50139654
21089,0.50190854
21090,0.49985108
21091,0.50084364
21092,0.50010645
21093,0.5001337
21094,0.5021745
21095,0.49805182
21096,0.50131494
21097,0.5018659
21098,0.5009975
21099,0.50220174
21100,0.5016745
21101,0.4991951
21102,0.5010372
21103,0.4974909
21104,0.5019504
21105,0.5021689
21106,0.4974764
21107,0.502482
21108,0.5010742
21109,0.5007832
21110,0.49770874
21111,0.5013738
21112,0.4990808
21113,0.50092727
21114,0.4967732
21115,0.49678475
21116,0.5021977
21117,0.50195765
21118,0.5013158
21119,0.50120574
21120,0.50237715
21121,0.5018762
21122,0.5009967
21123,0.4987206
21124,0.4998179
21125,0.5018256
21126,0.5010907
21127,0.50106627
21128,0.50248533
21129,0.501837
21130,0.49841797
21131,0.5021244
21132,0.5010996
21133,0.50000644
21134,0.5015121
21135,0.50034523
21136,0.4989585
21137,0.49656796
21138,0.50223565
21139,0.50146693
21140,0.50030345
21141,0.49875617
21142,0.49784887
21143,0.5018037
21144,0.50100094
21145,0.49732232
21146,0.50152165
21147,0.50152284
21148,0.49758026
21149,0.49712908
21150,0.5017137
21151,0.5024267
21152,0.5025295
21153,0.5005752
21154,0.499398
21155,0.5009583
21156,0.50220704
21157,0.5014283
21158,0.50253415
21159,0.50224227
21160,0.49645865
21161,0.5001278
21162,0.5019422
21163,0.49882331
21164,0.50144774
21165,0.5021173
21166,0.5016505
21167,0.4975309
21168,0.49753565
21169,0.49653956
21170,0.50078946
21171,0.49936488
21172,0.49972656
21173,0.49958917
21174,0.50244176
21175,0.49972865
21176,0.5004724
21177,0.50001025
21178,0.49945974
21179,0.5025269
21180,0.4982451
21181,0.5022185
21182,0.5017128
21183,0.50146484
21184,0.5013078
21185,0.5021868
21186,0.50205684
21187,0.49746943
21188,0.50037825
21189,0.49779344
21190,0.4992201
21191,0.49895293
21192,0.49913388
21193,0.49945533
21194,0.50062567
21195,0.49933302
21196,0.502041
21197,0.49878868
21198,0.4995937
21199,0.49683726
21200,0.49851823
21201,0.4970064
21202,0.50068027
21203,0.5009848
21204,0.5023826
21205,0.5001178
21206,0.4994087
21207,0.50070184
21208,0.4986778
21209,0.50076497
21210,0.4966498
21211,0.4991054
21212,0.5025217
21213,0.5003087
21214,0.49936923
21215,0.50011677
21216,0.4968209
21217,0.50252825
21218,0.5025102
21219,0.5017775
21220,0.5005665
21221,0.5009978
21222,0.49676523
21223,0.5023445
21224,0.5010934
21225,0.5002931
21226,0.4986109
21227,0.49856645
21228,0.5003764
21229,0.5025516
21230,0.5013017
21231,0.50255215
21232,0.50208896
21233,0.5024584
21234,0.49951696
21235,0.49907836
21236,0.50185233
21237,0.5023027
21238,0.5024644
21239,0.50096405
21240,0.5017147
21241,0.5025371
21242,0.49797943
21243,0.5011775
21244,0.49866858
21245,0.49782607
21246,0.49998176
21247,0.4966257
21248,0.49766266
21249,0.49953914
21250,0.4995273
21251,0.50139403
21252,0.5004658
21253,0.49941483
21254,0.50131065
21255,0.5024943
21256,0.500666
21257,0.49667463
21258,0.50181687
21259,0.5002149
21260,0.4997882
21261,0.50079966
21262,0.50040704
21263,0.49955443
21264,0.4977948
21265,0.5010128
21266,0.5021278
21267,0.49802253
21268,0.50033015
21269,0.50023997
21270,0.5001577
