id,pred
20000,0.75
20001,0.75
20002,0.25
20003,0.25
20004,0.25
20005,0.25
20006,0.25
20007,0.75
20008,0.75
20009,0.25
20010,0.25
20011,0.25
20012,0.75
20013,0.75
20014,0.75
20015,0.75
20016,0.25
20017,0.25
20018,0.25
20019,0.25
20020,0.25
20021,0.75
20022,0.75
20023,0.25
20024,0.75
20025,0.25
20026,0.75
20027,0.75
20028,0.25
20029,0.25
20030,0.25
20031,0.75
20032,0.75
20033,0.25
20034,0.25
20035,0.75
20036,0.25
20037,0.25
20038,0.75
20039,0.75
20040,0.25
20041,0.75
20042,0.25
20043,0.25
20044,0.25
20045,0.25
20046,0.75
20047,0.25
20048,0.25
20049,0.75
20050,0.75
20051,0.75
20052,0.25
20053,0.75
20054,0.25
20055,0.25
20056,0.25
20057,0.25
20058,0.75
20059,0.25
20060,0.75
20061,0.25
20062,0.25
20063,0.75
20064,0.25
20065,0.75
20066,0.25
20067,0.25
20068,0.75
20069,0.75
20070,0.25
20071,0.25
20072,0.25
20073,0.75
20074,0.25
20075,0.75
20076,0.25
20077,0.75
20078,0.25
20079,0.75
20080,0.25
20081,0.25
20082,0.25
20083,0.75
20084,0.75
20085,0.25
20086,0.75
20087,0.25
20088,0.25
20089,0.75
20090,0.75
20091,0.25
20092,0.75
20093,0.25
20094,0.25
20095,0.25
20096,0.75
20097,0.25
20098,0.25
20099,0.25
20100,0.25
20101,0.25
20102,0.75
20103,0.75
20104,0.75
20105,0.25
20106,0.25
20107,0.25
20108,0.25
20109,0.25
20110,0.75
20111,0.75
20112,0.75
20113,0.25
20114,0.25
20115,0.25
20116,0.25
20117,0.75
20118,0.25
20119,0.25
20120,0.75
20121,0.25
20122,0.25
20123,0.25
20124,0.25
20125,0.25
20126,0.75
20127,0.75
20128,0.75
20129,0.25
20130,0.25
20131,0.25
20132,0.75
20133,0.25
20134,0.25
20135,0.75
20136,0.25
20137,0.25
20138,0.75
20139,0.25
20140,0.25
20141,0.75
20142,0.25
20143,0.25
20144,0.25
20145,0.75
20146,0.25
20147,0.75
20148,0.75
20149,0.25
20150,0.75
20151,0.25
20152,0.25
20153,0.25
20154,0.25
20155,0.75
20156,0.25
20157,0.25
20158,0.75
20159,0.25
20160,0.25
20161,0.25
20162,0.25
20163,0.25
20164,0.75
20165,0.25
20166,0.25
20167,0.75
20168,0.25
20169,0.25
20170,0.25
20171,0.75
20172,0.25
20173,0.25
20174,0.25
20175,0.75
20176,0.25
20177,0.25
20178,0.25
20179,0.25
20180,0.25
20181,0.75
20182,0.75
20183,0.25
20184,0.25
20185,0.75
20186,0.75
20187,0.25
20188,0.75
20189,0.25
20190,0.25
20191,0.75
20192,0.75
20193,0.75
20194,0.25
20195,0.25
20196,0.75
20197,0.25
20198,0.75
20199,0.25
20200,0.25
20201,0.25
20202,0.25
20203,0.75
20204,0.75
20205,0.75
20206,0.25
20207,0.75
20208,0.25
20209,0.75
20210,0.25
20211,0.25
20212,0.25
20213,0.25
20214,0.25
20215,0.75
20216,0.75
20217,0.75
20218,0.75
20219,0.75
20220,0.25
20221,0.25
20222,0.75
20223,0.25
20224,0.25
20225,0.25
20226,0.25
20227,0.75
20228,0.75
20229,0.25
20230,0.25
20231,0.75
20232,0.25
20233,0.75
20234,0.25
20235,0.75
20236,0.25
20237,0.25
20238,0.25
20239,0.25
20240,0.25
20241,0.25
20242,0.75
20243,0.25
20244,0.25
20245,0.25
20246,0.25
20247,0.75
20248,0.25
20249,0.25
20250,0.25
20251,0.25
20252,0.75
20253,0.75
20254,0.75
20255,0.25
20256,0.75
20257,0.25
20258,0.25
20259,0.75
20260,0.75
20261,0.25
20262,0.25
20263,0.25
20264,0.75
20265,0.25
20266,0.25
20267,0.25
20268,0.25
20269,0.25
20270,0.75
20271,0.75
20272,0.25
20273,0.25
20274,0.75
20275,0.75
20276,0.75
20277,0.75
20278,0.75
20279,0.25
20280,0.75
20281,0.25
20282,0.25
20283,0.25
20284,0.75
20285,0.25
20286,0.25
20287,0.75
20288,0.75
20289,0.75
20290,0.75
20291,0.75
20292,0.25
20293,0.25
20294,0.75
20295,0.75
20296,0.25
20297,0.25
20298,0.25
20299,0.75
20300,0.25
20301,0.75
20302,0.25
20303,0.75
20304,0.75
20305,0.25
20306,0.25
20307,0.25
20308,0.25
20309,0.75
20310,0.75
20311,0.75
20312,0.75
20313,0.75
20314,0.75
20315,0.75
20316,0.25
20317,0.75
20318,0.75
20319,0.25
20320,0.75
20321,0.75
20322,0.25
20323,0.75
20324,0.25
20325,0.75
20326,0.75
20327,0.75
20328,0.75
20329,0.75
20330,0.25
20331,0.25
20332,0.75
20333,0.75
20334,0.25
20335,0.75
20336,0.75
20337,0.25
20338,0.75
20339,0.25
20340,0.75
20341,0.75
20342,0.75
20343,0.25
20344,0.75
20345,0.25
20346,0.75
20347,0.25
20348,0.75
20349,0.25
20350,0.75
20351,0.75
20352,0.25
20353,0.75
20354,0.25
20355,0.25
20356,0.25
20357,0.25
20358,0.75
20359,0.75
20360,0.25
20361,0.75
20362,0.25
20363,0.25
20364,0.25
20365,0.25
20366,0.25
20367,0.75
20368,0.75
20369,0.75
20370,0.25
20371,0.75
20372,0.25
20373,0.75
20374,0.25
20375,0.75
20376,0.25
20377,0.25
20378,0.75
20379,0.25
20380,0.25
20381,0.75
20382,0.25
20383,0.25
20384,0.75
20385,0.25
20386,0.25
20387,0.75
20388,0.25
20389,0.75
20390,0.75
20391,0.25
20392,0.25
20393,0.25
20394,0.25
20395,0.75
20396,0.75
20397,0.25
20398,0.25
20399,0.25
20400,0.25
20401,0.75
20402,0.25
20403,0.25
20404,0.25
20405,0.25
20406,0.25
20407,0.25
20408,0.75
20409,0.25
20410,0.25
20411,0.25
20412,0.75
20413,0.75
20414,0.75
20415,0.25
20416,0.75
20417,0.75
20418,0.75
20419,0.75
20420,0.75
20421,0.75
20422,0.25
20423,0.25
20424,0.25
20425,0.75
20426,0.75
20427,0.25
20428,0.25
20429,0.25
20430,0.25
20431,0.75
20432,0.25
20433,0.25
20434,0.75
20435,0.75
20436,0.75
20437,0.75
20438,0.25
20439,0.25
20440,0.75
20441,0.25
20442,0.75
20443,0.25
20444,0.25
20445,0.75
20446,0.25
20447,0.25
20448,0.75
20449,0.75
20450,0.25
20451,0.75
20452,0.25
20453,0.25
20454,0.25
20455,0.75
20456,0.75
20457,0.25
20458,0.75
20459,0.25
20460,0.75
20461,0.75
20462,0.75
20463,0.75
20464,0.25
20465,0.25
20466,0.75
20467,0.25
20468,0.25
20469,0.75
20470,0.25
20471,0.25
20472,0.25
20473,0.25
20474,0.25
20475,0.25
20476,0.25
20477,0.25
20478,0.75
20479,0.75
20480,0.75
20481,0.75
20482,0.25
20483,0.25
20484,0.75
20485,0.75
20486,0.75
20487,0.75
20488,0.25
20489,0.25
20490,0.25
20491,0.25
20492,0.25
20493,0.75
20494,0.25
20495,0.75
20496,0.25
20497,0.75
20498,0.75
20499,0.75
20500,0.25
20501,0.75
20502,0.25
20503,0.75
20504,0.75
20505,0.75
20506,0.25
20507,0.25
20508,0.25
20509,0.25
20510,0.75
20511,0.75
20512,0.25
20513,0.75
20514,0.25
20515,0.25
20516,0.25
20517,0.25
20518,0.75
20519,0.75
20520,0.75
20521,0.25
20522,0.75
20523,0.25
20524,0.75
20525,0.25
20526,0.25
20527,0.75
20528,0.25
20529,0.25
20530,0.25
20531,0.25
20532,0.75
20533,0.75
20534,0.75
20535,0.75
20536,0.75
20537,0.25
20538,0.25
20539,0.75
20540,0.75
20541,0.75
20542,0.25
20543,0.25
20544,0.75
20545,0.75
20546,0.25
20547,0.75
20548,0.75
20549,0.25
20550,0.25
20551,0.25
20552,0.25
20553,0.75
20554,0.75
20555,0.75
20556,0.25
20557,0.75
20558,0.75
20559,0.25
20560,0.25
20561,0.75
20562,0.25
20563,0.25
20564,0.75
20565,0.75
20566,0.25
20567,0.25
20568,0.75
20569,0.75
20570,0.25
20571,0.25
20572,0.25
20573,0.25
20574,0.75
20575,0.25
20576,0.75
20577,0.75
20578,0.25
20579,0.25
20580,0.75
20581,0.25
20582,0.75
20583,0.75
20584,0.75
20585,0.25
20586,0.75
20587,0.75
20588,0.75
20589,0.75
20590,0.25
20591,0.25
20592,0.75
20593,0.75
20594,0.75
20595,0.25
20596,0.25
20597,0.25
20598,0.75
20599,0.25
20600,0.75
20601,0.25
20602,0.75
20603,0.25
20604,0.75
20605,0.25
20606,0.75
20607,0.25
20608,0.75
20609,0.25
20610,0.25
20611,0.75
20612,0.25
20613,0.75
20614,0.75
20615,0.25
20616,0.25
20617,0.75
20618,0.75
20619,0.25
20620,0.25
20621,0.25
20622,0.25
20623,0.75
20624,0.75
20625,0.75
20626,0.75
20627,0.25
20628,0.75
20629,0.25
20630,0.75
20631,0.25
20632,0.75
20633,0.25
20634,0.75
20635,0.75
20636,0.25
20637,0.25
20638,0.25
20639,0.25
20640,0.75
20641,0.25
20642,0.75
20643,0.25
20644,0.25
20645,0.75
20646,0.75
20647,0.75
20648,0.25
20649,0.75
20650,0.75
20651,0.75
20652,0.75
20653,0.25
20654,0.25
20655,0.75
20656,0.25
20657,0.75
20658,0.75
20659,0.25
20660,0.25
20661,0.25
20662,0.75
20663,0.75
20664,0.25
20665,0.75
20666,0.75
20667,0.25
20668,0.75
20669,0.75
20670,0.75
20671,0.25
20672,0.25
20673,0.75
20674,0.25
20675,0.75
20676,0.25
20677,0.25
20678,0.25
20679,0.25
20680,0.25
20681,0.25
20682,0.25
20683,0.75
20684,0.75
20685,0.75
20686,0.75
20687,0.25
20688,0.75
20689,0.25
20690,0.25
20691,0.25
20692,0.25
20693,0.75
20694,0.25
20695,0.25
20696,0.75
20697,0.25
20698,0.75
20699,0.75
20700,0.25
20701,0.25
20702,0.75
20703,0.75
20704,0.25
20705,0.25
20706,0.75
20707,0.25
20708,0.25
20709,0.25
20710,0.75
20711,0.25
20712,0.75
20713,0.75
20714,0.25
20715,0.75
20716,0.75
20717,0.75
20718,0.75
20719,0.25
20720,0.25
20721,0.75
20722,0.25
20723,0.25
20724,0.75
20725,0.25
20726,0.25
20727,0.25
20728,0.25
20729,0.25
20730,0.25
20731,0.25
20732,0.75
20733,0.75
20734,0.25
20735,0.25
20736,0.25
20737,0.25
20738,0.75
20739,0.75
20740,0.75
20741,0.75
20742,0.25
20743,0.25
20744,0.25
20745,0.25
20746,0.25
20747,0.25
20748,0.25
20749,0.25
20750,0.75
20751,0.25
20752,0.75
20753,0.75
20754,0.25
20755,0.25
20756,0.75
20757,0.75
20758,0.75
20759,0.25
20760,0.75
20761,0.75
20762,0.25
20763,0.75
20764,0.25
20765,0.75
20766,0.75
20767,0.75
20768,0.75
20769,0.25
20770,0.75
20771,0.75
20772,0.25
20773,0.75
20774,0.25
20775,0.25
20776,0.75
20777,0.75
20778,0.75
20779,0.25
20780,0.75
20781,0.25
20782,0.25
20783,0.75
20784,0.25
20785,0.25
20786,0.75
20787,0.75
20788,0.25
20789,0.75
20790,0.25
20791,0.75
20792,0.75
20793,0.75
20794,0.25
20795,0.75
20796,0.25
20797,0.25
20798,0.75
20799,0.75
20800,0.25
20801,0.75
20802,0.25
20803,0.25
20804,0.75
20805,0.25
20806,0.75
20807,0.75
20808,0.25
20809,0.25
20810,0.75
20811,0.25
20812,0.25
20813,0.75
20814,0.75
20815,0.25
20816,0.25
20817,0.25
20818,0.75
20819,0.75
20820,0.25
20821,0.75
20822,0.75
20823,0.25
20824,0.75
20825,0.25
20826,0.75
20827,0.25
20828,0.25
20829,0.75
20830,0.25
20831,0.25
20832,0.75
20833,0.75
20834,0.25
20835,0.75
20836,0.25
20837,0.25
20838,0.75
20839,0.25
20840,0.75
20841,0.75
20842,0.75
20843,0.25
20844,0.25
20845,0.25
20846,0.75
20847,0.25
20848,0.25
20849,0.25
20850,0.75
20851,0.25
20852,0.75
20853,0.75
20854,0.75
20855,0.25
20856,0.25
20857,0.25
20858,0.25
20859,0.75
20860,0.25
