id,pred
20000,0.60063064
20001,0.67047155
20002,0.19080849
20003,0.31477383
20004,7.2055536e-07
20005,0.5258326
20006,0.42252555
20007,0.75284886
20008,0.81107694
20009,0.44277686
20010,0.35070002
20011,1.063916e-07
20012,0.645663
20013,0.687754
20014,0.66910005
20015,0.5981151
20016,0.09509203
20017,0.3322288
20018,0.27858925
20019,0.46601877
20020,0.39984426
20021,0.9066288
20022,0.7324906
20023,0.35707948
20024,0.8756929
20025,0.00013608928
20026,0.6137447
20027,0.8740258
20028,1.4452765e-05
20029,0.4593284
20030,0.24055456
20031,0.7578465
20032,0.69260645
20033,0.32634756
20034,0.25584167
20035,0.88304573
20036,0.35401005
20037,0.285869
20038,0.9147887
20039,0.9383307
20040,0.4287173
20041,0.9555095
20042,0.0010961342
20043,0.31950706
20044,0.1763794
20045,0.33718076
20046,0.7433882
20047,0.43725082
20048,0.43014637
20049,0.7928945
20050,0.9254557
20051,0.79970366
20052,0.18593502
20053,0.6330225
20054,0.41076973
20055,0.08917263
20056,0.002882365
20057,0.46985263
20058,0.7646368
20059,0.3910609
20060,0.6685755
20061,0.44011405
20062,9.308156e-05
20063,0.7932538
20064,0.5145083
20065,0.92327744
20066,0.44626987
20067,6.2995373e-06
20068,0.5701791
20069,0.53495175
20070,0.27547565
20071,0.34899622
20072,0.36685258
20073,0.5685064
20074,0.3150726
20075,0.6226176
20076,2.7620348e-05
20077,0.8637264
20078,0.50035465
20079,0.93347836
20080,0.28564024
20081,1.6680923e-07
20082,0.4375412
20083,0.6307311
20084,0.6166474
20085,0.39362273
20086,0.8477244
20087,0.4688025
20088,0.34992325
20089,0.5833798
20090,0.7408961
20091,0.3496883
20092,0.4911944
20093,0.39516446
20094,0.43966377
20095,0.462356
20096,0.6280378
20097,5.347401e-07
20098,4.4657972e-06
20099,0.4121305
20100,0.42027515
20101,0.07459102
20102,0.5924732
20103,0.572939
20104,0.5728225
20105,2.9924026e-06
20106,0.39382693
20107,0.49546412
20108,0.09844644
20109,0.28514332
20110,0.90483946
20111,0.9198252
20112,0.96278995
20113,0.39562795
20114,0.36639068
20115,0.22335307
20116,0.2132584
20117,0.8850084
20118,0.41419727
20119,0.36952385
20120,0.5193999
20121,0.1734499
20122,3.4071468e-06
20123,0.101271555
20124,0.14496219
20125,0.021676103
20126,0.77661943
20127,0.8617554
20128,0.9137533
20129,0.2866737
20130,0.23726654
20131,0.5154292
20132,0.94262
20133,0.17483261
20134,0.27512443
20135,0.9081812
20136,0.0138842575
20137,0.33443934
20138,0.58697635
20139,0.10058156
20140,0.42555565
20141,0.6694255
20142,0.17304532
20143,0.23643844
20144,0.34016782
20145,0.9509675
20146,1.8415467e-14
20147,0.92408174
20148,0.6150035
20149,1.6687605e-07
20150,0.73261607
20151,0.16169421
20152,0.38597268
20153,0.39435744
20154,0.0070116627
20155,0.8482283
20156,0.378116
20157,0.5146227
20158,0.8187757
20159,0.53380615
20160,0.034443833
20161,0.10762581
20162,0.3058769
20163,0.14136171
20164,0.50410885
20165,0.03629937
20166,0.40202674
20167,0.61859185
20168,0.0013659844
20169,0.42278537
20170,0.37936902
20171,0.9052291
20172,0.39321
20173,0.44787645
20174,0.5076382
20175,0.6900076
20176,0.26976502
20177,0.47952604
20178,0.4275069
20179,0.5307221
20180,0.13520624
20181,0.6691611
20182,0.67371607
20183,0.00025614657
20184,0.54577833
20185,0.4977808
20186,0.91613495
20187,0.29623476
20188,0.91395587
20189,0.33188364
20190,0.13948372
20191,0.5281899
20192,0.5686689
20193,0.5518771
20194,0.2765613
20195,0.070519984
20196,0.65889376
20197,0.31369662
20198,0.54735494
20199,1.8687607e-06
20200,0.06633327
20201,0.39641914
20202,0.367763
20203,0.6526779
20204,0.8524983
20205,0.7141159
20206,5.804649e-06
20207,0.5088237
20208,0.0024629284
20209,0.8589267
20210,3.443852e-06
20211,0.013173146
20212,0.49528024
20213,0.3537872
20214,0.44823122
20215,0.73539394
20216,0.6110314
20217,0.7298952
20218,0.650069
20219,0.7492886
20220,0.21267048
20221,0.35042372
20222,0.9545833
20223,0.4581369
20224,0.34157154
20225,0.13887547
20226,0.35654208
20227,0.6752974
20228,0.8577684
20229,0.39056754
20230,0.53061825
20231,0.50221694
