Property_ID,Habitability_score
0x6e93,30.311907231782083
0x8787,80.06059952587694
0x6c17,67.29802831655857
0x9dbd,74.1030745252526
0xbfde,76.24316297954827
0x6a39,71.22172900234493
0x47a6,73.11667485320221
0x7687,72.34702692676773
0x963a,75.68131378445163
0xbcbb,72.45451265566356
0x4950,64.19768132720061
0x316a,74.43396572753626
0x6b21,60.44848348345402
0x6252,73.96466728580447
0xa67f,76.0978344166249
0x2cd8,81.44881509475245
0x5926,28.418696668470403
0x9a42,79.16775614917009
0x4b5e,73.75205473015886
0x76af,73.56372065963197
0xb44b,71.05407061874236
0x2e49,73.21857772619045
0x83fc,53.50873929797984
0x26b1,38.93285640033573
0x210b,81.87494530040789
0xb384,89.92454673899697
0x455e,78.13087402958166
0x6ae6,80.64985929727237
0x9aff,77.4994542424658
0x6916,84.78453763425448
0x145a,78.86841898097055
0xbfd0,74.69613145200638
0x1ffa,73.5205192720057
0x9412,83.30223204907584
0x9860,83.0229227639861
0x690f,91.56352274098127
0x80ec,78.2374232646799
0x7223,81.70588949368673
0xf99,59.37624863401877
0x953d,72.79231105032474
0x4305,88.98872272528855
0x639e,87.83049228787876
0x2ba8,72.46755719028198
0x8c0c,81.43333241962203
0x284b,75.09514277074315
0xa832,79.48869338365817
0xbeea,75.76136607378729
0xaaa7,39.41958588034189
0xc702,74.49877100713182
0x7817,84.55765876699682
0x56d5,65.1173912101647
0x3d65,80.39548325378794
0x5ed6,80.70363103012271
0xc0d4,87.2232117782632
0x4abb,21.4119382747114
0x4f8e,78.23762330158736
0xa4c8,70.47703727904027
0x9085,70.3223203646076
0xb1aa,71.39535845725113
0x3a63,86.88483906005114
0x15ac,76.11622793867265
0x1066,77.01332792279936
0x5ff1,76.28930420102111
0x35f3,76.06908346757406
0x9dba,75.58248116128328
0x78df,73.27041195544739
0x3261,90.77484161673051
0x5fbc,86.00933792070418
0xf3a,79.05568741644483
0x5578,85.19560353062212
0x8867,92.480222951382
0xfad,71.90701225739541
0x8f94,81.18738551442998
0x55b9,74.13428533244539
0xc320,78.49359541522372
0x6cbc,81.26881466243476
0x8226,74.00594657198367
0xc937,90.1591320617716
0x67cb,73.04081295815297
0xbbb4,65.32218039359263
0xa086,73.39194927127028
0x6e13,76.79494676443012
0xc633,74.23946811528769
0x7d66,65.23737997193084
0x62d9,82.53893868894988
0x6c54,84.4930180631454
0x2194,76.6192325535715
0x5af6,86.75338568290029
0x1278,82.73560431247914
0xeaf,78.75763792000343
0xaf6b,34.539308729256824
0x6f27,76.86686514395356
0x8d0d,65.8883588743895
0x6c70,71.73960057371809
0x7213,74.9470882880733
0x89a6,72.75780322961754
0x6543,90.40495314957269
0x5d77,72.27312113628032
0x2ffd,78.8567792207101
0x402c,82.89194242153683
0x93df,80.34465054426137
0x5162,70.650168286075
0x26e2,81.69853307144245
0x6c33,64.57867177669553
0x21b6,76.87916772255535
0xc799,72.5776619123794
0x7011,71.05772759433623
0x8018,81.85528427020226
0xc73f,74.37868635696246
0x7af1,79.3262310119048
0x69b8,82.49611623647188
0x8a31,83.72694805570816
0x9497,82.89884638041136
0x9495,75.09644431281231
0x488c,73.77102317540773
0xbab1,55.48712998520921
0x875c,63.68024310311908
0x1cdd,71.45718458333342
0xc5b0,31.059211480949646
0x9eaf,25.50406910898826
0x66df,67.77005474266022
0x107c,81.81356404725834
0x9f1d,74.67915374568476
0x9d34,76.95763606887553
0x66a9,87.43906069830163
0x722a,78.46335261327573
0x5e91,81.23766506349219
0xd7a,81.54629380229487
0xc7be,69.2670201014541
0x47f3,46.0730842851593
0x1168,79.41748500144314
0x8fdc,82.8530032310884
0x6aa2,29.101962492993113
0x63d3,76.16566660930742
0xac28,74.02137695851364
0x6d74,62.82639210876602
0x411d,68.10546676995888
0xbc3a,82.57468366795703
0x30b5,75.76690791071427
0xab36,72.98818859018768
0x1653,63.43699639826839
0x2294,26.033024255411135
0x90b7,73.1856861755744
0x83e0,75.21337803481246
0x8d63,79.24568655816412
0x3038,79.02910536623097
0x7293,70.25374299046777
0x7c1a,77.92637108652454
0xa43e,77.67502352029922
0x4c03,79.24999015850814
0xc7fe,70.5271139945055
0x7cfd,77.49441231173013
0xa4f8,48.86200238888886
0x3ff1,73.5157480845542
0xa2a8,80.58306832985072
0x7656,83.21498333309758
0xb226,77.71563784965046
0xc443,82.27165781439373
0x7d7a,77.07751849116184
0x6075,75.15529270311627
0x45f2,67.3830541641136
0x86f7,73.2572788161978
0x121a,80.58584763771648
0x5d53,62.74492185732323
0xb292,78.56570142035726
0x155a,72.66573377171441
0xc6bd,74.79843958549783
0x9716,78.51113396410537
0x1e7e,76.8435101341991
0x1b9a,75.51887788961044
0x584c,75.46219723248981
0x5b83,83.25616195136814
0x24db,78.7281626859667
0x2a4e,80.11052556365836
0x9455,79.48816081991617
0x589c,82.46671926093356
0x8e04,80.2785167012294
0x4420,88.05665878585309
0xbb11,77.44807858146025
0x7c73,23.742688177461446
0x58be,80.60791121597859
0xb0dd,75.01092253787887
0x254c,71.3583384711399
0x532c,71.11466798737385
0x79ad,73.5805899980158
0x6702,85.38629243691054
0x229c,72.62347236804865
0x77c7,86.87185388901382
0xa3a,70.2689400833332
0xa415,77.15109137204468
0xa2b1,70.74209164545165
0xbe0c,81.24947688972124
0x4160,88.49930520833344
0xaaf0,64.49884167927902
0x95fd,64.49599463759864
0x3521,81.0691925001804
0x9752,74.67279967261905
0x820c,69.49137128348029
0xf84,80.60977551420795
0x4c8e,66.99762737286338
0x132a,77.88289675205344
0x668,76.73026488440723
0x3d7e,64.2592181553029
0xa6f2,77.37738997059886
0xb2cf,82.06430047245802
0x7408,88.79806962716435
0x3105,48.43705673665233
0x1e67,93.25341879331764
0xb018,70.65766919064961
0x37b2,80.42464490981237
0x63d9,69.02714207255266
0xad38,71.17479952032689
0x2625,80.00796137587403
0x7686,81.02586933351377
0x2cf7,68.45456979671714
0xc27a,65.55475030211453
0xbeaa,73.2547225519756
0x5096,75.37953672005776
0x252c,58.978747770382284
0x702b,78.86799960585253
0x65a0,66.57945128228715
0xc5f6,87.08908089453593
0x3779,33.24596198737363
0xa657,78.16441763005068
0x90c8,79.39276597961766
0x7a93,75.74284655799762
0x6b22,73.86373452355997
0x6348,74.18046719302922
0x7667,91.03291323430732
0x3d11,42.42908060317456
0x39a6,81.11157075011084
0x21eb,74.50850654127112
0xad62,70.12184663028617
0x128e,73.27783283441565
0x3722,41.34682753787889
0x2a7a,75.75610157577141
0x7d0d,72.20239346602008
0xb6f6,71.20210300646572
0x9eb0,73.67651723286433
0x8651,73.0933817925685
0xad8c,73.97805741083924
0x51e6,79.86490806755741
0x10da,34.82377997691201
0xb3c8,86.94653780200348
0x35c7,82.01859465101562
0x393a,32.247945121753304
0x83ac,79.26491184083976
0x25e1,20.116402042027392
0x61c8,71.49336899429741
0xa7d5,15.634885498737358
0x4c30,76.00714244326485
0xa86,70.22808246708846
0x8015,80.22150128538142
0x1a65,78.04595442439506
0xc12,28.41375112121209
0x32b3,75.08715247288832
0x2e41,81.32204302394825
0x7838,44.289098854617684
0xf8e,82.95177159219946
0x1bbf,68.46068938193739
0x956d,83.74332863636356
0x1b82,86.10163896753231
0x9f35,74.53512312644312
0x8b49,76.13659844055961
0x2c13,77.33157174468587
0x84e8,88.98672464849042
0x4ea8,87.39940421891993
0x5e1e,87.55082536384461
0xb583,80.81803841290642
0x2bbe,81.90199685031644
0x9dd5,78.63895617027427
0x9823,71.64108369462474
0x9fc3,86.33817170003604
0x5887,74.03104254403925
0x2eee,81.23079161310886
0x46e3,72.86053867640703
0xc69f,76.58906260155142
0x754f,66.90694113154892
0x653c,71.05609568849208
0x35cd,63.323164244547236
0x45e9,82.16749984919244
