Property_ID,Habitability_score
0x6e93,30.66160000000001
0x8787,81.3796
0x6c17,66.94120000000002
0x9dbd,74.16850000000001
0xbfde,75.03069999999997
0x6a39,72.81109999999998
0x47a6,73.37489999999995
0x7687,73.52319999999999
0x963a,75.50909999999999
0xbcbb,71.78650000000002
0x4950,64.28480000000002
0x316a,74.23619999999997
0x6b21,61.56419999999999
0x6252,73.13730000000001
0xa67f,76.4522
0x2cd8,81.65880000000003
0x5926,28.364300000000004
0x9a42,79.2736
0x4b5e,73.7856
0x76af,73.86710000000005
0xb44b,71.2805
0x2e49,72.8896
0x83fc,53.1709
0x26b1,38.761300000000006
0x210b,81.33550000000007
0xb384,89.82299999999998
0x455e,78.06269999999998
0x6ae6,80.58480000000002
0x9aff,77.15990000000001
0x6916,85.18420000000002
0x145a,80.46670000000003
0xbfd0,73.83169999999998
0x1ffa,73.27880000000002
0x9412,84.13980000000001
0x9860,83.97920000000002
0x690f,91.62409999999996
0x80ec,79.07999999999996
0x7223,82.7622
0xf99,59.216700000000046
0x953d,73.2935
0x4305,88.71750000000009
0x639e,87.64319999999998
0x2ba8,71.67009999999999
0x8c0c,81.21770000000001
0x284b,75.03000000000002
0xa832,79.27990000000001
0xbeea,75.26080000000003
0xaaa7,38.88580000000001
0xc702,74.2316
0x7817,84.42580000000004
0x56d5,67.19530000000002
0x3d65,81.32869999999998
0x5ed6,79.70469999999996
0xc0d4,87.25779999999999
0x4abb,18.8497
0x4f8e,78.57929999999992
0xa4c8,69.59910000000004
0x9085,70.00469999999997
0xb1aa,71.1668
0x3a63,87.17219999999999
0x15ac,75.97020000000002
0x1066,76.64229999999999
0x5ff1,75.94029999999998
0x35f3,76.18499999999996
0x9dba,75.75569999999999
0x78df,72.62290000000002
0x3261,90.81730000000002
0x5fbc,86.82970000000005
0xf3a,79.42080000000003
0x5578,85.76169999999995
0x8867,92.48200000000001
0xfad,72.41329999999999
0x8f94,80.59380000000002
0x55b9,73.99999999999999
0xc320,78.66360000000003
0x6cbc,81.25970000000002
0x8226,73.07300000000001
0xc937,89.91389999999994
0x67cb,73.2265
0xbbb4,63.34480000000001
0xa086,72.65960000000004
0x6e13,76.78109999999997
0xc633,74.34710000000004
0x7d66,65.58279999999996
0x62d9,82.13080000000002
0x6c54,84.90510000000003
0x2194,76.77590000000005
0x5af6,85.5442
0x1278,83.8452
0xeaf,77.40660000000005
0xaf6b,35.3821
0x6f27,77.73130000000006
0x8d0d,67.06120000000001
0x6c70,72.15929999999999
0x7213,75.41399999999997
0x89a6,72.56359999999995
0x6543,90.54249999999998
0x5d77,72.96360000000006
0x2ffd,78.76419999999997
0x402c,82.76140000000001
0x93df,80.07460000000003
0x5162,71.36029999999997
0x26e2,81.02360000000002
0x6c33,65.02050000000006
0x21b6,77.06
0xc799,72.608
0x7011,70.45119999999999
0x8018,82.86720000000003
0xc73f,74.43860000000002
0x7af1,79.46050000000007
0x69b8,84.70070000000004
0x8a31,84.12070000000006
0x9497,83.19120000000001
0x9495,75.53320000000002
0x488c,74.578
0xbab1,55.28289999999996
0x875c,64.40429999999998
0x1cdd,72.24079999999992
0xc5b0,30.983499999999978
0x9eaf,25.065900000000006
0x66df,68.59689999999996
